"台帳ID","管理対象ID","名称","棟名","文化財種類","種別1","種別2","国","時代","重文指定年月日","国宝指定年月日","都道府県","所在地","保管施設の名称","所有者名","管理団体又は責任者","緯度","経度","source_query"
"102","738","護国八幡宮","拝殿及び幣殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19240415","","富山県","富山県小矢部市埴生","","護国八幡宮","","36.66682647000000","136.85200021000000","102-shrine"
"102","737","護国八幡宮","釣殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19240415","","富山県","富山県小矢部市埴生","","護国八幡宮","","36.66690404000000","136.85197630000000","102-shrine"
"102","736","護国八幡宮","本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19240415","","富山県","富山県小矢部市埴生","","護国八幡宮","","36.66698764000000","136.85194562000000","102-shrine"
"102","743","白山宮本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19580514","","富山県","富山県南砺市上梨","","白山宮","","36.41130462000000","136.93081371000000","102-shrine"
"102","751","尾崎神社","透塀","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19310119","","石川県","石川県金沢市丸の内","","尾崎神社","","36.56917475000000","136.65777021000000","102-shrine"
"102","749","尾崎神社","本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19310119","","石川県","石川県金沢市丸の内","","尾崎神社","","36.56919342000000","136.65767454000000","102-shrine"
"102","750","尾崎神社","中門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19310119","","石川県","石川県金沢市丸の内","","尾崎神社","","36.56920975000000","136.65758704000000","102-shrine"
"102","752","尾崎神社","拝殿及び幣殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19310119","","石川県","石川県金沢市丸の内","","尾崎神社","","36.56923075000000","136.65746570000000","102-shrine"
"102","793","気多神社","摂社若宮神社本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19060414","","石川県","石川県羽咋市寺家町","","気多大社","","36.92577367000000","136.76741846000000","102-shrine"
"102","794","気多神社","拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19610607","","石川県","石川県羽咋市寺家町","","気多大社","","36.92589330000000","136.76752954000000","102-shrine"
"102","792","気多神社","摂社白山神社本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19820611","","石川県","石川県羽咋市寺家町","","気多大社","","36.92602574000000","136.76765557000000","102-shrine"
"102","791","気多神社","本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19820611","","石川県","石川県羽咋市寺家町","","気多大社","","36.92605351000000","136.76751031000000","102-shrine"
"102","795","気多神社","神門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19610607","","石川県","石川県羽咋市寺家町","","気多大社","","36.92607487000000","136.76738428000000","102-shrine"
"102","782","小松天満宮","神門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19610607","","石川県","石川県小松市天神町1番地","","小松天満宮","","36.41595223000000","136.44911219000000","102-shrine"
"102","781","小松天満宮","本殿、石の間、幣殿及び拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19610607","","石川県","石川県小松市天神町1番地","","小松天満宮","","36.41606977000000","136.44860169000000","102-shrine"
"102","00005615","總持寺祖院","伝燈院御霊屋","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28680278000000","136.77074167000000","102-shrine"
"102","00005618","總持寺祖院","白山社本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28734722000000","136.76983333000000","102-shrine"
"102","00005612","總持寺祖院","放光堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸後期","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28666111000000","136.77064167000000","102-shrine"
"102","00005621","總持寺祖院","三樹松関","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸後期","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28683333000000","136.76859722000000","102-shrine"
"102","00005617","總持寺祖院","慈雲閣観音堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸後期","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28691944000000","136.77088889000000","102-shrine"
"102","00005620","總持寺祖院","経蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28702778000000","136.76942500000000","102-shrine"
"102","00005622","總持寺祖院","裏門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸後期","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28722222000000","136.76954444000000","102-shrine"
"102","00005619","總持寺祖院","白山蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／その他","","江戸後期","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28694722000000","136.76968889000000","102-shrine"
"102","00005608","總持寺祖院","仏殿","国宝・重要文化財（建造物）","重要文化財","近代／宗教","","大正","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28606667000000","136.77002500000000","102-shrine"
"102","00005613","總持寺祖院","慧心廊","国宝・重要文化財（建造物）","重要文化財","近代／宗教","","大正","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28610278000000","136.77035000000000","102-shrine"
"102","00005607","總持寺祖院","大祖堂","国宝・重要文化財（建造物）","重要文化財","近代／宗教","","大正","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28637500000000","136.77047778000000","102-shrine"
"102","00005609","總持寺祖院","山門","国宝・重要文化財（建造物）","重要文化財","近代／宗教","","昭和","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28671389000000","136.76981111000000","102-shrine"
"102","00005616","總持寺祖院","伝燈院唐門","国宝・重要文化財（建造物）","重要文化財","近代／宗教","","大正","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28680278000000","136.77057500000000","102-shrine"
"102","00005614","總持寺祖院","玄風廊","国宝・重要文化財（建造物）","重要文化財","近代／宗教","","大正","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28688056000000","136.77048889000000","102-shrine"
"102","00005611","總持寺祖院","鐘鼓楼及び回廊（回廊）","国宝・重要文化財（建造物）","重要文化財","近代／宗教","","大正","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28696111000000","136.76985556000000","102-shrine"
"102","00005610","總持寺祖院","鐘鼓楼及び回廊（鐘鼓楼）","国宝・重要文化財（建造物）","重要文化財","近代／宗教","","大正","20241209","","石川県","石川県輪島市門前町門前","","宗教法人大本山總持寺祖院","","37.28696944000000","136.76985278000000","102-shrine"
"102","788","白山神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19740521","","石川県","石川県珠洲市宝立町春日野","","白山神社","","37.40941240000000","137.21388340000000","102-shrine"
"102","814","藤津比古神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町中期","19670615","","石川県","石川県七尾市中島町字藤瀬","","藤津比古神社","","37.14329448000000","136.81878062000000","102-shrine"
"102","809","松尾神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19800531","","石川県","石川県羽咋郡志賀町町居","","松尾神社","","37.10492281000000","136.77227418000000","102-shrine"
"102","802","妙成寺三十番神堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19170813","","石川県","石川県羽咋市滝谷町","","妙成寺","","36.95419406000000","136.77550133000000","102-shrine"
"102","819","大塩八幡宮拝殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19780531","","福井県","福井県越前市国兼町","","大塩八幡宮","","35.84923089000000","136.17107865000000","102-shrine"
"102","833","大滝神社本殿及び拝殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","19840521","","福井県","福井県越前市大滝町","","大滝神社","","35.90682056000000","136.25292016000000","102-shrine"
"102","829","春日神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19780531","","福井県","福井県鯖江市鳥井町","","春日神社","","35.94449353000000","136.16766485000000","102-shrine"
"102","817","気比神宮大鳥居","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19010327","","福井県","福井県敦賀市曙町","","気比神宮","","35.65437134000000","136.07383585000000","102-shrine"
"102","834","須波阿須疑神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19411106","","福井県","福井県今立郡池田町稲荷","","須波阿須疑神社","","35.88560200000000","136.34785020000000","102-shrine"
"102","830","瀧谷寺","鎮守堂","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19620621","","福井県","福井県坂井市三国町滝谷","","滝谷寺","","36.22166193000000","136.14683937000000","102-shrine"
"102","00005028","瀧谷寺","本堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20170731","","福井県","福井県坂井市三国町滝谷","","瀧谷寺","","36.21910778000000","136.14902694000000","102-shrine"
"102","00005029","瀧谷寺","観音堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20170731","","福井県","福井県坂井市三国町滝谷","","瀧谷寺","","36.21910778000000","136.14902694000000","102-shrine"
"102","00005030","瀧谷寺","方丈及び庫裏","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20170731","","福井県","福井県坂井市三国町滝谷","","瀧谷寺","","36.21910778000000","136.14902694000000","102-shrine"
"102","00005031","瀧谷寺","開山堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","20170731","","福井県","福井県坂井市三国町滝谷","","瀧谷寺","","36.21910778000000","136.14902694000000","102-shrine"
"102","00005032","瀧谷寺","山門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20170731","","福井県","福井県坂井市三国町滝谷","","瀧谷寺","","36.21910778000000","136.14902694000000","102-shrine"
"102","883","浅間神社摂社山宮神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19070828","","山梨県","山梨県笛吹市一宮町一ノ宮","","浅間神社","","35.63403806000000","138.71405905000000","102-shrine"
"102","840","穴切大神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19350513","","山梨県","山梨県甲府市宝","","穴切大神社","","35.66265457000000","138.56102462000000","102-shrine"
"102","00005044","北口本宮冨士浅間神社","社務所","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","20171128","","山梨県","山梨県富士吉田市上吉田","","宗教法人北口本宮冨士浅間神社","","35.47060278000000","138.79289444000000","102-shrine"
"102","00005038","北口本宮冨士浅間神社","惠毘壽社及び透塀","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20171128","","山梨県","山梨県富士吉田市上吉田","","宗教法人北口本宮冨士浅間神社","","35.47061111000000","138.79223611000000","102-shrine"
"102","00005037","北口本宮冨士浅間神社","拝殿及び幣殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","20171128","","山梨県","山梨県富士吉田市上吉田","","宗教法人北口本宮冨士浅間神社","","35.47079167000000","138.79238611000000","102-shrine"
"102","00005040","北口本宮冨士浅間神社","手水舎","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","20171128","","山梨県","山梨県富士吉田市上吉田","","宗教法人北口本宮冨士浅間神社","","35.47087500000000","138.79277222000000","102-shrine"
"102","00005039","北口本宮冨士浅間神社","神楽殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","20171128","","山梨県","山梨県富士吉田市上吉田","","宗教法人北口本宮冨士浅間神社","","35.47096944000000","138.79260556000000","102-shrine"
"102","00005042","北口本宮冨士浅間神社","福地八幡社","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","20171128","","山梨県","山梨県富士吉田市上吉田","","宗教法人北口本宮冨士浅間神社","","35.47109167000000","138.79306111000000","102-shrine"
"102","00005041","北口本宮冨士浅間神社","隨神門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","20171128","","山梨県","山梨県富士吉田市上吉田","","宗教法人北口本宮冨士浅間神社","","35.47111389000000","138.79277222000000","102-shrine"
"102","00005043","北口本宮冨士浅間神社","諏訪神社拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","20171128","","山梨県","山梨県富士吉田市上吉田","","宗教法人北口本宮冨士浅間神社","","35.47142500000000","138.79197222000000","102-shrine"
"102","845","北口本宮富士浅間神社東宮本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19070828","","山梨県","山梨県富士吉田市上吉田諏訪内","","北口本宮富士浅間神社","","35.47050004000000","138.79239395000000","102-shrine"
"102","847","北口本宮富士浅間神社西宮本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19530331","","山梨県","山梨県富士吉田市上吉田諏訪内","","北口本宮富士浅間神社","","35.47070617000000","138.79209458000000","102-shrine"
"102","846","北口本宮富士浅間神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19530331","","山梨県","山梨県富士吉田市上吉田諏訪内","","北口本宮富士浅間神社","","35.47064482000000","138.79224917000000","102-shrine"
"102","873","窪八幡神社神門","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490218","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70445405000000","138.69071721000000","102-shrine"
"102","869","窪八幡神社摂社若宮八幡神社拝殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490218","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70490822000000","138.68997871000000","102-shrine"
"102","868","窪八幡神社摂社若宮八幡神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町中期","19490218","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70493972000000","138.68988291000000","102-shrine"
"102","874","窪八幡神社鳥居","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490218","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70385464000000","138.69214008000000","102-shrine"
"102","867","窪八幡神社拝殿（庁屋）","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490218","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70476365000000","138.68989888000000","102-shrine"
"102","866","窪八幡神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19070828","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70478451000000","138.68979759000000","102-shrine"
"102","871","窪八幡神社末社高良神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490218","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70458253000000","138.68984974000000","102-shrine"
"102","870","窪八幡神社末社武内大神本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490218","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70467389000000","138.68969519000000","102-shrine"
"102","872","窪八幡神社末社比咩三神本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19490218","","山梨県","山梨県山梨市北","","窪八幡神社","","35.70452839000000","138.69039811000000","102-shrine"
"102","853","熊野神社拝殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490218","","山梨県","山梨県甲州市塩山熊野","","熊野神社","","35.69181189000000","138.72532601000000","102-shrine"
"102","852","熊野神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町中期","19490218","","山梨県","山梨県甲州市塩山熊野","","熊野神社","","35.69188595000000","138.72553949000000","102-shrine"
"102","851","熊野神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町中期","19490218","","山梨県","山梨県甲州市塩山熊野","","熊野神社","","35.69189031000000","138.72549157000000","102-shrine"
"102","879","武田八幡神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19290406","","山梨県","山梨県韮崎市神山町","","武田八幡神社","","35.70449421000000","138.41998942000000","102-shrine"
"102","875","天神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19530331","","山梨県","山梨県山梨市大工","","天神社","","35.71364203000000","138.66348693000000","102-shrine"
"102","881","中牧神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19531114","","山梨県","山梨県山梨市牧丘町千野野宮","","中牧神社","","35.75686432000000","138.70705703000000","102-shrine"
"102","905","富士御室浅間神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19850518","","山梨県","山梨県南都留郡富士河口湖町浅川","","富士御室浅間神社","","35.51070659000000","138.74602359000000","102-shrine"
"102","880","山梨岡神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19070828","","山梨県","山梨県笛吹市春日居町鎮目","","山梨岡神社","","35.66460975000000","138.63873221000000","102-shrine"
"102","991","熱田神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19931209","","長野県","長野県伊那市長谷溝口","","熱田神社","","35.78957785000000","138.08908055000000","102-shrine"
"102","1018","大宮熱田神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490218","","長野県","長野県松本市梓川梓","","大宮熱田神社","","36.23101479000000","137.84514176000000","102-shrine"
"102","1019","大宮熱田神社若宮八幡宮本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町中期","19490218","","長野県","長野県松本市梓川梓","","大宮熱田神社","","36.23116571000000","137.84522135000000","102-shrine"
"102","996","大山田神社","相殿鎮西八郎為朝社本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19120208","","長野県","長野県下伊那郡下條村大字陽皐","","大山田神社","","35.37777522000000","137.78313363000000","102-shrine"
"102","995","大山田神社","相殿応神天皇社本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19120208","","長野県","長野県下伊那郡下條村大字陽皐","","大山田神社","","35.37779819000000","137.78312471000000","102-shrine"
"102","910","葛山落合神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町中期","19360918","","長野県","長野県長野市大字入山","","葛山落合神社","","36.67136779000000","138.12978976000000","102-shrine"
"102","968","駒形神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19490530","","長野県","長野県佐久市塚原","","駒形神社","","36.26938955000000","138.43170261000000","102-shrine"
"102","911","真田信重霊屋","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19710622","","長野県","長野県長野市松代町西条","","西楽寺","","36.54255554000000","138.20178529000000","102-shrine"
"102","913","真田信之霊屋","表門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19760520","","長野県","長野県長野市松代町松代","","","宗教法人長国寺","36.56489849000000","138.20617555000000","102-shrine"
"102","912","真田信之霊屋","宝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19760520","","長野県","長野県長野市松代町松代","","","宗教法人長国寺","36.56491957000000","138.20634183000000","102-shrine"
"102","1027","佐野神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19550622","","長野県","長野県下高井郡山ノ内町大字佐野","","佐野神社","","36.73414161000000","138.41302151000000","102-shrine"
"102","1028","白髯神社本殿","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19590627","","長野県","長野県長野市鬼無里日影","","白髯神社","","36.67231891000000","137.99123030000000","102-shrine"
"102","971","新海三社神社東本社","","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","室町後期","19370729","","長野県","長野県佐久市田口","","新海三社神社","","36.19592179000000","138.51254877000000","102-shrine"
"102","1014","神明社","舞台","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19930420","","長野県","長野県東筑摩郡麻績村麻","","神明社","","36.45924864000000","138.05851650000000","102-shrine"
"102","1013","神明社","神楽殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","19930420","","長野県","長野県東筑摩郡麻績村麻","","神明社","","36.45950571000000","138.05856286000000","102-shrine"
"102","1011","神明社","拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","19930420","","長野県","長野県東筑摩郡麻績村麻","","神明社","","36.45959422000000","138.05877779000000","102-shrine"
"102","1010","神明社","本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","19930420","","長野県","長野県東筑摩郡麻績村麻","","神明社","","36.45967850000000","138.05881151000000","102-shrine"
"102","1012","神明社","假殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19930420","","長野県","長野県東筑摩郡麻績村麻","","神明社","","36.45970379000000","138.05851229000000","102-shrine"
"102","1022","神明社","本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19490530","","長野県","長野県北安曇郡白馬村大字神城","","神明宮","","36.65330897000000","137.84152295000000","102-shrine"
"102","1023","神明社","諏訪社本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19490530","","長野県","長野県北安曇郡白馬村大字神城","","神明宮","","36.65330897000000","137.84152295000000","102-shrine"
"102","997","諏訪社","本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19930420","","長野県","長野県下伊那郡泰阜村字家ノ上","","諏訪社","","35.36697621000000","137.84161858000000","102-shrine"
"102","998","諏訪社","若宮八幡宮本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19930420","","長野県","長野県下伊那郡泰阜村字家ノ上","","諏訪社","","35.36698182000000","137.84159352000000","102-shrine"
"102","988","諏訪社","拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19300523","","長野県","長野県諏訪郡富士見町大字乙事","","諏訪社","","35.91441018000000","138.26643877000000","102-shrine"
"102","989","諏訪社","幣殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19300523","","長野県","長野県諏訪郡富士見町大字乙事","","諏訪社","","35.91450252000000","138.26639260000000","102-shrine"
"102","00004861","諏訪大社上社本宮","文庫","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99811700000000","138.11902200000000","102-shrine"
"102","00004860","諏訪大社上社本宮","勅願殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99816000000000","138.11891200000000","102-shrine"
"102","00004868","諏訪大社上社本宮","入口御門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99818000000000","138.11996200000000","102-shrine"
"102","00004864","諏訪大社上社本宮","摂末社遙拝所","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99818300000000","138.11975700000000","102-shrine"
"102","00004862","諏訪大社上社本宮","勅使殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99829400000000","138.11992200000000","102-shrine"
"102","00004859","諏訪大社上社本宮","布橋","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99830800000000","138.11963600000000","102-shrine"
"102","00004867","諏訪大社上社本宮","神馬舎","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99831500000000","138.12024500000000","102-shrine"
"102","00004863","諏訪大社上社本宮","五間廊","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99833500000000","138.11980800000000","102-shrine"
"102","947","諏訪大社上社本宮","脇片拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","19831226","","長野県","長野県諏訪市大字中洲","","諏訪大社","","35.99843143000000","138.11848658000000","102-shrine"
"102","00004866","諏訪大社上社本宮","天流水舎","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99845200000000","138.11948300000000","102-shrine"
"102","00004865","諏訪大社上社本宮","神楽殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","20160209","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99856300000000","138.11957700000000","102-shrine"
"102","945","諏訪大社上社本宮","左右片拝殿（左）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","19831226","","長野県","長野県諏訪市大字中洲","","諏訪大社","","35.99869837000000","138.11853528000000","102-shrine"
"102","944","諏訪大社上社本宮","拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","19831226","","長野県","長野県諏訪市大字中洲","","諏訪大社","","35.99875608000000","138.11859119000000","102-shrine"
"102","948","諏訪大社上社本宮","四脚門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","桃山","19831226","","長野県","長野県諏訪市大字中洲","","諏訪大社","","35.99880298000000","138.11847035000000","102-shrine"
"102","946","諏訪大社上社本宮","左右片拝殿（右）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","19831226","","長野県","長野県諏訪市大字中洲","","諏訪大社","","35.99883184000000","138.11862726000000","102-shrine"
"102","943","諏訪大社上社本宮","幣殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","19831226","","長野県","長野県諏訪市大字中州","","諏訪大社","","35.99884987000000","138.11827014000000","102-shrine"
"102","987","諏訪大社下社","秋宮神楽殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸末期","19831226","","長野県","長野県諏訪郡下諏訪町","","諏訪大社","","36.07526357000000","138.09111645000000","102-shrine"
"102","986","諏訪大社下社","秋宮左右片拝殿（右）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19831226","","長野県","長野県諏訪郡下諏訪町","","諏訪大社","","36.07534335000000","138.09138504000000","102-shrine"
"102","984","諏訪大社下社","秋宮幣拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19831226","","長野県","長野県諏訪郡下諏訪町","","諏訪大社","","36.07539387000000","138.09129728000000","102-shrine"
"102","985","諏訪大社下社","秋宮左右片拝殿（左）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19831226","","長野県","長野県諏訪郡下諏訪町","","諏訪大社","","36.07545238000000","138.09121484000000","102-shrine"
"102","983","諏訪大社下社","春宮左右片拝殿（右）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19831226","","長野県","長野県諏訪郡下諏訪町","","諏訪大社","","36.08205909000000","138.08220755000000","102-shrine"
"102","981","諏訪大社下社","春宮幣拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19831226","","長野県","長野県諏訪郡下諏訪町","","諏訪大社","","36.08205988000000","138.08212807000000","102-shrine"
