"台帳ID","管理対象ID","名称","棟名","文化財種類","種別1","種別2","国","時代","重文指定年月日","国宝指定年月日","都道府県","所在地","保管施設の名称","所有者名","管理団体又は責任者","緯度","経度","source_query"
"102","199","羽黒山五重塔","","国宝・重要文化財（建造物）","国宝","近世以前／寺院","","室町前期","19080423","19660611","山形県","山形県鶴岡市羽黒町大字手向","","月山神社
出羽神社
湯殿山神社","","38.70478301000000","139.96762620000000","102-temple"
"102","198","羽黒山正善院黄金堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","桃山","19080423","","山形県","山形県鶴岡市羽黒町大字手向","","羽黒山正善院","","38.71552557000000","139.95805073000000","102-temple"
"102","192","本山慈恩寺本堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19080423","","山形県","山形県寒河江市大字慈恩寺","","本山慈恩寺","","38.41024585000000","140.25081582000000","102-temple"
"102","177","立石寺三重小塔","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19520719","","山形県","山形県山形市大字山寺","","立石寺","","38.31499283000000","140.43413135000000","102-temple"
"102","176","立石寺中堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町中期","19080423","","山形県","山形県山形市大字山寺","","立石寺","","38.31259495000000","140.43739009000000","102-temple"
"102","194","若松寺観音堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19630701","","山形県","山形県天童市大字山元","","若松寺","","38.36317337000000","140.41936142000000","102-temple"
"102","392","円通寺表門","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","栃木県","栃木県芳賀郡益子町大字大沢","","円通寺","","36.48680636000000","140.12379284000000","102-temple"
"102","389","西明寺三重塔","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19080801","","栃木県","栃木県芳賀郡益子町大字益子","","西明寺","","36.45250106000000","140.11716170000000","102-temple"
"102","391","西明寺本堂内厨子","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町中期","19620621","","栃木県","栃木県芳賀郡益子町大字益子","","西明寺","","36.45280842000000","140.11737965000000","102-temple"
"102","390","西明寺楼門","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19080801","","栃木県","栃木県芳賀郡益子町大字益子","","西明寺","","36.45247871000000","140.11702758000000","102-temple"
"102","395","地蔵院本堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","栃木県","栃木県芳賀郡益子町大字上大羽","","地蔵院","","36.45073730000000","140.13892258000000","102-temple"
"102","388","専修寺","総門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19810605","","栃木県","栃木県真岡市高田","","専修寺","","36.39346682000000","140.02379223000000","102-temple"
"102","387","専修寺","楼門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19810605","","栃木県","栃木県真岡市高田","","専修寺","","36.39352794000000","140.02321320000000","102-temple"
"102","386","専修寺","如来堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19810605","","栃木県","栃木県真岡市高田","","専修寺","","36.39362744000000","140.02272438000000","102-temple"
"102","385","専修寺","御影堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19810605","","栃木県","栃木県真岡市高田","","専修寺","","36.39422073000000","140.02324593000000","102-temple"
"102","00004991","大雄寺","本堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","00004992","大雄寺","庫裏","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸末期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","00004993","大雄寺","禅堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","00004994","大雄寺","鐘楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","00004995","大雄寺","経蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","00004996","大雄寺","総門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸末期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","00004997","大雄寺","北東廻廊","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸末期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","00004998","大雄寺","南東廻廊","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸末期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","00004999","大雄寺","南西廻廊","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸末期","20170731","","栃木県","栃木県大田原市黒羽田町字黒羽山","","大雄寺","","36.87076944000000","140.01560250000000","102-temple"
"102","308","東照宮","御旅所神饌所","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75354846000000","139.60300526000000","102-temple"
"102","307","東照宮","御旅所拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75360059000000","139.60325776000000","102-temple"
"102","306","東照宮","御旅所本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75365435000000","139.60341577000000","102-temple"
"102","291","東照宮","石鳥居","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75643516000000","139.59959403000000","102-temple"
"102","304","東照宮","仮殿鳥居","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75647046000000","139.60026906000000","102-temple"
"102","301","東照宮","仮殿唐門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75667261000000","139.60023874000000","102-temple"
"102","302","東照宮","仮殿掖門及び透塀　（掖門）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75678716000000","139.60009919000000","102-temple"
"102","300","東照宮","仮殿本殿、仮殿相の間、仮殿拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75679854000000","139.60020237000000","102-temple"
"102","303","東照宮","仮殿掖門及び透塀　（透塀）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75682086000000","139.60031182000000","102-temple"
"102","289","東照宮","表門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75697635000000","139.59940928000000","102-temple"
"102","288","東照宮","神厩","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75705496000000","139.59903304000000","102-temple"
"102","286","東照宮","下神庫","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75718878000000","139.59946671000000","102-temple"
"102","287","東照宮","水屋","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75724701000000","139.59866467000000","102-temple"
"102","284","東照宮","上神庫","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75738441000000","139.59903825000000","102-temple"
"102","285","東照宮","中神庫","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75740462000000","139.59933061000000","102-temple"
"102","275","東照宮","神楽殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75776813000000","139.59901507000000","102-temple"
"102","276","東照宮","神輿舎","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75780407000000","139.59848946000000","102-temple"
"102","292","東照宮","坂下門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75787296000000","139.59921564000000","102-temple"
"102","274","東照宮","上社務所","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75790268000000","139.59909355000000","102-temple"
"102","298","東照宮","奥社鳥居","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75874063000000","139.59856463000000","102-temple"
"102","297","東照宮","奥社銅神庫","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75878984000000","139.59857673000000","102-temple"
"102","296","東照宮","奥社拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75891770000000","139.59848050000000","102-temple"
"102","295","東照宮","奥社石玉垣","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75903130000000","139.59859077000000","102-temple"
"102","299","東照宮","奥社石柵","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75916381000000","139.59849401000000","102-temple"
"102","290","東照宮","五重塔","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸後期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75651327000000","139.59916805000000","102-temple"
"102","305","東照宮","仮殿鐘楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19440905","","栃木県","栃木県日光市山内","","東照宮","","36.75655806000000","139.60005005000000","102-temple"
"102","283","東照宮","経蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19080801","","栃木県","栃木県日光市山内","","","財団法人日光社寺文化財保存会","36.75737954000000","139.59852091000000","102-temple"
"102","281","東照宮","鼓楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75755250000000","139.59854786000000","102-temple"
"102","280","東照宮","鐘楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75757047000000","139.59894769000000","102-temple"
"102","282","東照宮","本地堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19080801","","栃木県","栃木県日光市山内","","","財団法人日光社寺文化財保存会","36.75760191000000","139.59819296000000","102-temple"
"102","294","東照宮","奥社唐門","国宝・重要文化財（建造物）","重要文化財","近世以前／その他","","江戸前期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75899464000000","139.59849075000000","102-temple"
"102","293","東照宮","奥社宝塔","国宝・重要文化財（建造物）","重要文化財","近世以前／その他","","江戸中期","19080801","","栃木県","栃木県日光市山内","","東照宮","","36.75906271000000","139.59849105000000","102-temple"
"102","268","鑁阿寺経堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19841228","","栃木県","栃木県足利市家富町","","鑁阿寺","","36.33759621000000","139.45168648000000","102-temple"
"102","267","鑁阿寺鐘楼","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","鎌倉後期","19080801","","栃木県","栃木県足利市家富町","","鑁阿寺","","36.33704093000000","139.45253969000000","102-temple"
"102","266","鑁阿寺本堂","","国宝・重要文化財（建造物）","国宝","近世以前／寺院","","鎌倉後期","19080801","20130807","栃木県","栃木県足利市家富町","","鑁阿寺","","36.33754921000000","139.45226988000000","102-temple"
"102","378","二荒山神社","別宮本宮神社鳥居","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19730602","","栃木県","栃木県日光市山内","","二荒山神社","","36.75412186000000","139.60455885000000","102-temple"
"102","377","二荒山神社","別宮本宮神社拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸中期","19730602","","栃木県","栃木県日光市山内","","二荒山神社","","36.75446126000000","139.60449054000000","102-temple"
"102","375","二荒山神社","末社朋友神社本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸後期","19730602","","栃木県","栃木県日光市山内","","二荒山神社","","36.75877005000000","139.59599212000000","102-temple"
"102","376","二荒山神社","末社日枝神社本殿","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19730602","","栃木県","栃木県日光市山内","","二荒山神社","","36.75835959000000","139.59600126000000","102-temple"
"102","373","二荒山神社","神輿舎","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19730602","","栃木県","栃木県日光市山内","","二荒山神社","","36.75849284000000","139.59595194000000","102-temple"
"102","374","二荒山神社","大国殿","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19730602","","栃木県","栃木県日光市山内","","二荒山神社","","36.75858868000000","139.59607470000000","102-temple"
"102","344","輪王寺","児玉堂","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75640122000000","139.60336755000000","102-temple"
"102","340","輪王寺","慈眼堂拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75710105000000","139.59525360000000","102-temple"
"102","334","輪王寺","本坊表門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75456226000000","139.60008506000000","102-temple"
"102","346","輪王寺","観音堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19730602","","栃木県","栃木県日光市山内","","輪王寺","","36.75489099000000","139.60426685000000","102-temple"
"102","347","輪王寺","三重塔","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19730602","","栃木県","栃木県日光市山内","","輪王寺","","36.75493131000000","139.60446844000000","102-temple"
"102","332","輪王寺","本堂（三仏堂）","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19170405","","栃木県","栃木県日光市山内","","輪王寺","","36.75513754000000","139.60043468000000","102-temple"
"102","345","輪王寺","護法天堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19730602","","栃木県","栃木県日光市山内","","輪王寺","","36.75556362000000","139.60048514000000","102-temple"
"102","343","輪王寺","慈眼堂阿弥陀堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75682541000000","139.59515143000000","102-temple"
"102","342","輪王寺","慈眼堂鐘楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75682862000000","139.59535180000000","102-temple"
"102","341","輪王寺","慈眼堂経蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75693874000000","139.59536015000000","102-temple"
"102","336","輪王寺","常行堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75760561000000","139.59634509000000","102-temple"
"102","338","輪王寺","常行堂法華堂渡廊","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75771373000000","139.59612370000000","102-temple"
"102","337","輪王寺","法華堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75782700000000","139.59602073000000","102-temple"
"102","348","輪王寺","大猷院霊廟別当所竜光院","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19730602","","栃木県","栃木県日光市山内","","輪王寺","","36.75913683000000","139.59466080000000","102-temple"
"102","335","輪王寺","開山堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75969609000000","139.59922952000000","102-temple"
"102","333","輪王寺","相輪橖","国宝・重要文化財（建造物）","重要文化財","近世以前／その他","","江戸前期","19170813","","栃木県","栃木県日光市山内","","輪王寺","","36.75522977000000","139.60000010000000","102-temple"
"102","339","輪王寺","慈眼堂廟塔","国宝・重要文化財（建造物）","重要文化財","近世以前／その他","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75725459000000","139.59524875000000","102-temple"
"102","315","輪王寺大猷院霊廟","御供所","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75743227000000","139.59403548000000","102-temple"
"102","316","輪王寺大猷院霊廟","御供所渡廊","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75753827000000","139.59415255000000","102-temple"
"102","313","輪王寺大猷院霊廟","瑞垣","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75761291000000","139.59391519000000","102-temple"
"102","314","輪王寺大猷院霊廟","掖門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75769819000000","139.59385963000000","102-temple"
"102","327","輪王寺大猷院霊廟","皇嘉門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75778615000000","139.59373671000000","102-temple"
"102","312","輪王寺大猷院霊廟","唐門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75789113000000","139.59434129000000","102-temple"
"102","328","輪王寺大猷院霊廟","銅包宝蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75790484000000","139.59341553000000","102-temple"
"102","318","輪王寺大猷院霊廟","夜叉門左右廻廊（左廻廊）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75795474000000","139.59459151000000","102-temple"
"102","317","輪王寺大猷院霊廟","夜叉門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75802684000000","139.59447276000000","102-temple"
"102","325","輪王寺大猷院霊廟","宝庫","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75809774000000","139.59554330000000","102-temple"
"102","331","輪王寺大猷院霊廟","奥院拝殿","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75811082000000","139.59378689000000","102-temple"
"102","319","輪王寺大猷院霊廟","夜叉門左右廻廊（右廻廊）","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75812226000000","139.59436462000000","102-temple"
"102","326","輪王寺大猷院霊廟","仁王門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75827102000000","139.59561618000000","102-temple"
"102","322","輪王寺大猷院霊廟","二天門","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75828765000000","139.59513858000000","102-temple"
"102","323","輪王寺大猷院霊廟","西浄","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19440905","","栃木県","栃木県日光市山内","","輪王寺","","36.75837671000000","139.59459575000000","102-temple"
"102","324","輪王寺大猷院霊廟","水屋","国宝・重要文化財（建造物）","重要文化財","近世以前／神社","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75850606000000","139.59538668000000","102-temple"
"102","321","輪王寺大猷院霊廟","鼓楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75801623000000","139.59472934000000","102-temple"
"102","320","輪王寺大猷院霊廟","鐘楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75820495000000","139.59449397000000","102-temple"
"102","330","輪王寺大猷院霊廟","奥院鋳抜門","国宝・重要文化財（建造物）","重要文化財","近世以前／その他","","江戸前期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75816726000000","139.59370568000000","102-temple"
"102","329","輪王寺大猷院霊廟","奥院宝塔","国宝・重要文化財（建造物）","重要文化財","近世以前／その他","","江戸中期","19080801","","栃木県","栃木県日光市山内","","輪王寺","","36.75824015000000","139.59364183000000","102-temple"
"102","00005150","曹源寺栄螺堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸後期","20181225","","群馬県","群馬県太田市東今泉町","","宗教法人曹源寺","","36.32226000000000","139.38565194000000","102-temple"
"102","422","薬師堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","桃山","19120208","","群馬県","群馬県吾妻郡中之条町大字四万","","宗本寺","","36.61412397000000","138.79898212000000","102-temple"
"102","461","金鑽神社多宝塔","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19120208","","埼玉県","埼玉県児玉郡神川町大字二ノ宮","","金鑽神社","","36.18151327000000","139.07340866000000","102-temple"
"102","434","喜多院","慈眼堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19461129","","埼玉県","埼玉県川越市小仙波町一丁目","","喜多院","","35.91724385000000","139.48952176000000","102-temple"
"102","435","喜多院","鐘楼門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19461129","","埼玉県","埼玉県川越市小仙波町一丁目","","喜多院","","35.91782887000000","139.49008678000000","102-temple"
"102","436","喜多院","山門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19461129","","埼玉県","埼玉県川越市小仙波町一丁目","","喜多院","","35.91804388000000","139.48946175000000","102-temple"
"102","433","喜多院","庫裏","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19461129","","埼玉県","埼玉県川越市小仙波町一丁目","","喜多院","","35.91836389000000","139.48885673000000","102-temple"
"102","432","喜多院","書院","国宝・重要文化財（建造物）","重要文化財","近世以前／住宅","","江戸前期","19461129","","埼玉県","埼玉県川越市小仙波町一丁目","","喜多院","","35.91800888000000","139.48851672000000","102-temple"
"102","431","喜多院","客殿","国宝・重要文化財（建造物）","重要文化財","近世以前／住宅","","江戸前期","19461129","","埼玉県","埼玉県川越市小仙波町一丁目","","喜多院","","35.91838389000000","139.48857172000000","102-temple"
"102","454","高倉寺観音堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町前期","19490530","","埼玉県","埼玉県入間市高倉","","高倉寺","","35.83918989000000","139.37848358000000","102-temple"
"102","459","広徳寺大御堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19380704","","埼玉県","埼玉県比企郡川島町大字表","","広徳寺","","35.97739857000000","139.50422858000000","102-temple"
"102","458","慈光寺開山塔","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19530829","","埼玉県","埼玉県比企郡ときがわ町大字西平","","慈光寺","","36.01136230000000","139.23326041000000","102-temple"
"102","451","福徳寺阿弥陀堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","鎌倉後期","19490218","","埼玉県","埼玉県飯能市大字虎秀","","福徳寺","","35.89780777000000","139.26044638000000","102-temple"
"102","259","小山寺三重塔","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町中期","19060414","","茨城県","茨城県桜川市富谷","","小山寺","","36.38337936000000","140.09977110000000","102-temple"
"102","261","西蓮寺仁王門","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19170405","","茨城県","茨城県行方市西蓮寺","","西蓮寺","","36.07131001000000","140.43761122000000","102-temple"
"102","243","佐竹寺本堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19060414","","茨城県","茨城県常陸太田市大字天神林","","佐竹寺","","36.52602649000000","140.50466785000000","102-temple"
"102","265","善光寺楼門","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19831226","","茨城県","茨城県石岡市太田","","善光寺","","36.30467388000000","140.19874622000000","102-temple"
"102","237","佛性寺本堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","桃山","19880113","","茨城県","茨城県水戸市栗崎","","佛性寺","","36.34551899000000","140.51628853000000","102-temple"
"102","236","薬王院本堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19660611","","茨城県","茨城県水戸市元吉田町","","薬王院","","36.35603047000000","140.47766483000000","102-temple"
"102","00004146","来迎院多宝塔","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","20061219","","茨城県","茨城県龍ケ崎市馴馬町","","来迎院","","35.91766410000000","140.17156243000000","102-temple"
"102","247","竜禅寺三仏堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19760520","","茨城県","茨城県取手市大字米ノ井","","竜禅寺","","35.92253801000000","140.02347846000000","102-temple"
"102","245","楞厳寺山門","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町中期","19170405","","茨城県","茨城県笠間市大字片庭","","楞厳寺","","36.40379456000000","140.20829918000000","102-temple"
"102","496","石堂寺","多宝塔","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19920810","","千葉県","千葉県南房総市石堂","","石堂寺","","35.05198780000000","139.95803885000000","102-temple"
"102","495","石堂寺","本堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","千葉県","千葉県南房総市石堂","","石堂寺","","35.05205687000000","139.95785403000000","102-temple"
"102","497","石堂寺薬師堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","桃山","19680425","","千葉県","千葉県南房総市石堂","","石堂寺","","35.05211082000000","139.95838652000000","102-temple"
"102","489","栄福寺薬師堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19540917","","千葉県","千葉県印西市角田","","栄福寺","","35.78815068000000","140.19348011000000","102-temple"
